Datum Zeit,Bautzen PM10
,µg/m³
31-12-14,24
30-12-14,19
29-12-14,18
28-12-14,36
27-12-14,18
26-12-14,5
25-12-14,7
24-12-14,4
23-12-14,4
22-12-14,4
21-12-14,10
20-12-14,6
19-12-14,3
18-12-14,6
17-12-14,12
16-12-14,11
15-12-14,13
14-12-14,11
13-12-14,5
12-12-14,5
11-12-14,12
10-12-14,21
09-12-14,26
08-12-14,14
07-12-14,19
06-12-14,39
05-12-14,20
04-12-14,72
03-12-14,65
02-12-14,44
01-12-14,39

