Datum Zeit,Glauchau PM10
,µg/m³
31-12-14,19
30-12-14,17
29-12-14,16
28-12-14,33
27-12-14,13
26-12-14,12
25-12-14,7
24-12-14,5
23-12-14,4
22-12-14,4
21-12-14,9
20-12-14,6
19-12-14,4
18-12-14,5
17-12-14,10
16-12-14,10
15-12-14,12
14-12-14,10
13-12-14,7
12-12-14,5
11-12-14,6
10-12-14,14
09-12-14,25
08-12-14,19
07-12-14,23
06-12-14,25
05-12-14,53
04-12-14,76
03-12-14,63
02-12-14,43
01-12-14,42

