Datum Zeit,Collmberg PM10
,µg/m³
31-12-14,13
30-12-14,12
29-12-14,15
28-12-14,20
27-12-14,14
26-12-14,5
25-12-14,7
24-12-14,3
23-12-14,3
22-12-14,2
21-12-14,9
20-12-14,6
19-12-14,4
18-12-14,3
17-12-14,9
16-12-14,2
15-12-14,6
14-12-14,6
13-12-14,3
12-12-14,4
11-12-14,6
10-12-14,11
09-12-14,20
08-12-14,10
07-12-14,17
06-12-14,27
05-12-14,52
04-12-14,62
03-12-14,61
02-12-14,36
01-12-14,31

