Datum Zeit,Carlsfeld PM10
,µg/m³
31-12-14,5
30-12-14,4
29-12-14,7
28-12-14,20
27-12-14,
26-12-14,
25-12-14,4
24-12-14,3
23-12-14,2
22-12-14,1
21-12-14,5
20-12-14,3
19-12-14,1
18-12-14,1
17-12-14,4
16-12-14,2
15-12-14,5
14-12-14,2
13-12-14,3
12-12-14,2
11-12-14,2
10-12-14,8
09-12-14,6
08-12-14,5
07-12-14,4
06-12-14,5
05-12-14,4
04-12-14,5
03-12-14,23
02-12-14,9
01-12-14,7

