Datum Zeit,Goerlitz PM10
,µg/m³
31-12-14,41
30-12-14,33
29-12-14,24
28-12-14,33
27-12-14,29
26-12-14,7
25-12-14,8
24-12-14,5
23-12-14,5
22-12-14,5
21-12-14,12
20-12-14,4
19-12-14,3
18-12-14,9
17-12-14,17
16-12-14,18
15-12-14,25
14-12-14,14
13-12-14,8
12-12-14,5
11-12-14,18
10-12-14,26
09-12-14,40
08-12-14,19
07-12-14,20
06-12-14,35
05-12-14,
04-12-14,109
03-12-14,90
02-12-14,45
01-12-14,38

