Datum Zeit,Brockau PM10
,µg/m³
31-12-14,15
30-12-14,14
29-12-14,11
28-12-14,28
27-12-14,9
26-12-14,8
25-12-14,6
24-12-14,4
23-12-14,3
22-12-14,3
21-12-14,8
20-12-14,5
19-12-14,2
18-12-14,3
17-12-14,8
16-12-14,6
15-12-14,7
14-12-14,6
13-12-14,5
12-12-14,4
11-12-14,5
10-12-14,14
09-12-14,15
08-12-14,10
07-12-14,14
06-12-14,18
05-12-14,30
04-12-14,63
03-12-14,44
02-12-14,43
01-12-14,42

