Datum Zeit,Niesky PM10
,µg/m³
31-12-14,20
30-12-14,
29-12-14,19
28-12-14,
27-12-14,19
26-12-14,6
25-12-14,8
24-12-14,5
23-12-14,5
22-12-14,5
21-12-14,11
20-12-14,7
19-12-14,5
18-12-14,6
17-12-14,11
16-12-14,11
15-12-14,14
14-12-14,9
13-12-14,5
12-12-14,6
11-12-14,12
10-12-14,20
09-12-14,18
08-12-14,12
07-12-14,21
06-12-14,35
05-12-14,35
04-12-14,80
03-12-14,58
02-12-14,36
01-12-14,30

