Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-12-14,28
30-12-14,26
29-12-14,18
28-12-14,39
27-12-14,14
26-12-14,16
25-12-14,10
24-12-14,6
23-12-14,8
22-12-14,7
21-12-14,12
20-12-14,9
19-12-14,8
18-12-14,9
17-12-14,18
16-12-14,17
15-12-14,23
14-12-14,16
13-12-14,13
12-12-14,9
11-12-14,12
10-12-14,22
09-12-14,38
08-12-14,22
07-12-14,27
06-12-14,39
05-12-14,53
04-12-14,55
03-12-14,79
02-12-14,54
01-12-14,46

