Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-12-14,26
30-12-14,21
29-12-14,15
28-12-14,30
27-12-14,16
26-12-14,6
25-12-14,8
24-12-14,4
23-12-14,3
22-12-14,1
21-12-14,11
20-12-14,6
19-12-14,3
18-12-14,4
17-12-14,11
16-12-14,4
15-12-14,10
14-12-14,10
13-12-14,6
12-12-14,4
11-12-14,6
10-12-14,
09-12-14,23
08-12-14,12
07-12-14,19
06-12-14,35
05-12-14,35
04-12-14,35
03-12-14,62
02-12-14,42
01-12-14,36

