Datum Zeit,Borna PM10
,µg/m³
31-12-14,24
30-12-14,21
29-12-14,19
28-12-14,21
27-12-14,15
26-12-14,10
25-12-14,10
24-12-14,5
23-12-14,5
22-12-14,0
21-12-14,12
20-12-14,8
19-12-14,7
18-12-14,8
17-12-14,14
16-12-14,14
15-12-14,16
14-12-14,15
13-12-14,4
12-12-14,8
11-12-14,13
10-12-14,16
09-12-14,27
08-12-14,17
07-12-14,24
06-12-14,34
05-12-14,76
04-12-14,96
03-12-14,69
02-12-14,43
01-12-14,38

