Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-12-14,54.13
30-12-14,20.13
29-12-14,14.20
28-12-14,30.22
27-12-14,14.78
26-12-14,4.72
25-12-14,3.74
24-12-14,3.15
23-12-14,2.79
22-12-14,2.31
21-12-14,5.86
20-12-14,4.08
19-12-14,2.64
18-12-14,3.20
17-12-14,6.82
16-12-14,6.18
15-12-14,8.01
14-12-14,11.71
13-12-14,6.23
12-12-14,2.16
11-12-14,4.44
10-12-14,17.26
09-12-14,19.08
08-12-14,8.57
07-12-14,20.74
06-12-14,30.27
05-12-14,30.41
04-12-14,29.00
03-12-14,50.53
02-12-14,35.70
01-12-14,34.46

