Datum Zeit,Bautzen PM10
,µg/m³
28-02-13,37
27-02-13,26
26-02-13,41
25-02-13,51
24-02-13,40
23-02-13,34
22-02-13,51
21-02-13,18
20-02-13,11
19-02-13,17
18-02-13,46
17-02-13,55
16-02-13,64
15-02-13,68
14-02-13,54
13-02-13,49
12-02-13,55
11-02-13,46
10-02-13,20
09-02-13,21
08-02-13,18
07-02-13,
06-02-13,
05-02-13,
04-02-13,
03-02-13,
02-02-13,5
01-02-13,

