Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
28-02-13,36
27-02-13,22
26-02-13,44
25-02-13,47
24-02-13,41
23-02-13,36
22-02-13,41
21-02-13,16
20-02-13,8
19-02-13,19
18-02-13,41
17-02-13,59
16-02-13,78
15-02-13,66
14-02-13,49
13-02-13,43
12-02-13,50
11-02-13,31
10-02-13,18
09-02-13,16
08-02-13,15
07-02-13,19
06-02-13,14
05-02-13,8
04-02-13,5
03-02-13,10
02-02-13,7
01-02-13,11

