Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
28-02-13,64
27-02-13,24
26-02-13,63
25-02-13,59
24-02-13,35
23-02-13,37
22-02-13,53
21-02-13,22
20-02-13,12
19-02-13,28
18-02-13,54
17-02-13,73
16-02-13,87
15-02-13,91
14-02-13,66
13-02-13,61
12-02-13,67
11-02-13,57
10-02-13,40
09-02-13,28
08-02-13,24
07-02-13,24
06-02-13,21
05-02-13,16
04-02-13,11
03-02-13,13
02-02-13,13
01-02-13,18

