Datum Zeit,Collmberg PM10
,µg/m³
28-02-13,20
27-02-13,8
26-02-13,17
25-02-13,22
24-02-13,14
23-02-13,29
22-02-13,37
21-02-13,12
20-02-13,6
19-02-13,17
18-02-13,32
17-02-13,36
16-02-13,69
15-02-13,45
14-02-13,42
13-02-13,38
12-02-13,48
11-02-13,33
10-02-13,20
09-02-13,18
08-02-13,11
07-02-13,15
06-02-13,8
05-02-13,7
04-02-13,5
03-02-13,7
02-02-13,5
01-02-13,10

