Datum Zeit,Schwartenberg PM10
,µg/m³
28-02-13,16
27-02-13,5
26-02-13,8
25-02-13,8
24-02-13,17
23-02-13,24
22-02-13,28
21-02-13,10
20-02-13,4
19-02-13,11
18-02-13,21
17-02-13,23
16-02-13,28
15-02-13,32
14-02-13,28
13-02-13,26
12-02-13,30
11-02-13,25
10-02-13,9
09-02-13,9
08-02-13,9
07-02-13,8
06-02-13,6
05-02-13,6
04-02-13,2
03-02-13,6
02-02-13,2
01-02-13,8

