Datum Zeit,Leipzig-West PM10
,µg/m³
28-02-13,42
27-02-13,16
26-02-13,49
25-02-13,45
24-02-13,24
23-02-13,30
22-02-13,37
21-02-13,12
20-02-13,8
19-02-13,22
18-02-13,32
17-02-13,61
16-02-13,71
15-02-13,57
14-02-13,41
13-02-13,47
12-02-13,46
11-02-13,33
10-02-13,25
09-02-13,22
08-02-13,14
07-02-13,14
06-02-13,13
05-02-13,9
04-02-13,6
03-02-13,8
02-02-13,7
01-02-13,12

