Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-04-10,16.69
29-04-10,19.48
28-04-10,24.96
27-04-10,18.66
26-04-10,26.49
25-04-10,25.84
24-04-10,29.78
23-04-10,25.15
22-04-10,15.39
21-04-10,15.62
20-04-10,29.69
19-04-10,31.76
18-04-10,17.50
17-04-10,23.01
16-04-10,24.19
15-04-10,19.67
14-04-10,31.50
13-04-10,31.01
12-04-10,29.77
11-04-10,8.09
10-04-10,7.72
09-04-10,19.86
08-04-10,24.66
07-04-10,14.30
06-04-10,19.54
05-04-10,15.74
04-04-10,12.58
03-04-10,22.79
02-04-10,13.95
01-04-10,10.45

