Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-04-10,22.12
29-04-10,21.25
28-04-10,21.35
27-04-10,18.75
26-04-10,26.50
25-04-10,22.83
24-04-10,30.78
23-04-10,27.73
22-04-10,17.02
21-04-10,11.46
20-04-10,20.97
19-04-10,25.13
18-04-10,20.39
17-04-10,12.81
16-04-10,15.59
15-04-10,11.90
14-04-10,29.81
13-04-10,28.26
12-04-10,24.66
11-04-10,7.48
10-04-10,8.89
09-04-10,16.08
08-04-10,28.92
07-04-10,18.95
06-04-10,18.33
05-04-10,16.87
04-04-10,8.75
03-04-10,14.30
02-04-10,12.05
01-04-10,13.04

