Datum Zeit,Klingenthal PM10
,µg/m³
30-04-10,23
29-04-10,21
28-04-10,16
27-04-10,17
26-04-10,18
25-04-10,29
24-04-10,27
23-04-10,22
22-04-10,13
21-04-10,21
20-04-10,41
19-04-10,37
18-04-10,22
17-04-10,25
16-04-10,28
15-04-10,16
14-04-10,32
13-04-10,27
12-04-10,10
11-04-10,6
10-04-10,14
09-04-10,27
08-04-10,35
07-04-10,26
06-04-10,26
05-04-10,17
04-04-10,10
03-04-10,15
02-04-10,20
01-04-10,18

