Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2007-10-01,,,,,,,37,,,
2007-10-01,01:00,,,56,39,,,,,
2007-10-01,02:00,,,40,36,,,,,
2007-10-01,03:00,,,61,36,,,,,
2007-10-01,04:00,,,77,46,,,,,
2007-10-01,05:00,,,198,59,,,,,
2007-10-01,06:00,,,228,80,,,,,
2007-10-01,07:00,,,263,85,,,,,
2007-10-01,08:00,,,270,91,,,,,
2007-10-01,09:00,,,257,78,,,,,
2007-10-01,10:00,,,102,56,,,,,
2007-10-01,11:00,,,117,66,,,,,
2007-10-01,12:00,,,103,64,,,,,
2007-10-01,13:00,,,107,76,,,,,
2007-10-01,14:00,,,122,83,,,,,
2007-10-01,15:00,,,154,108,,,,,
2007-10-01,16:00,,,211,140,,,,,
2007-10-01,17:00,,,219,145,,,,,
2007-10-01,18:00,,,174,137,,,,,
2007-10-01,19:00,,,128,120,,,,,
2007-10-01,20:00,,,135,116,,,,,
2007-10-01,21:00,,,108,87,,,,,
2007-10-01,22:00,,,184,98,,,,,
2007-10-01,23:00,,,86,77,,,,,
2007-10-02,,,,,,,53,,34.85,
2007-10-02,00:00,,,83,62,,,,,
2007-10-02,01:00,,,28,45,,,,,
2007-10-02,02:00,,,27,39,,,,,
2007-10-02,03:00,,,35,36,,,,,
2007-10-02,04:00,,,40,39,,,,,
2007-10-02,05:00,,,132,54,,,,,
2007-10-02,06:00,,,185,61,,,,,
2007-10-02,07:00,,,283,94,,,,,
2007-10-02,08:00,,,314,113,,,,,
2007-10-02,09:00,,,323,87,,,,,
2007-10-02,10:00,,,371,108,,,,,
2007-10-02,11:00,,,265,95,,,,,
2007-10-02,12:00,,,290,121,,,,,
2007-10-02,13:00,,,303,111,,,,,
2007-10-02,14:00,,,328,131,,,,,
2007-10-02,15:00,,,260,111,,,,,
2007-10-02,16:00,,,228,102,,,,,
2007-10-02,17:00,,,139,76,,,,,
2007-10-02,18:00,,,132,78,,,,,
2007-10-02,19:00,,,103,72,,,,,
2007-10-02,20:00,,,82,62,,,,,
2007-10-02,21:00,,,61,55,,,,,
2007-10-02,22:00,,,39,42,,,,,
2007-10-02,23:00,,,47,48,,,,,
2007-10-03,,,,,,,23,,,
2007-10-03,00:00,,,28,30,,,,,
2007-10-03,01:00,,,29,34,,,,,
2007-10-03,02:00,,,23,36,,,,,
2007-10-03,03:00,,,14,32,,,,,
2007-10-03,04:00,,,10,20,,,,,
2007-10-03,05:00,,,36,28,,,,,
2007-10-03,06:00,,,36,29,,,,,
2007-10-03,07:00,,,55,38,,,,,
2007-10-03,08:00,,,65,48,,,,,
2007-10-03,09:00,,,42,41,,,,,
2007-10-03,10:00,,,34,38,,,,,
2007-10-03,11:00,,,24,29,,,,,
2007-10-03,12:00,,,29,27,,,,,
2007-10-03,13:00,,,29,27,,,,,
2007-10-03,14:00,,,28,29,,,,,
2007-10-03,15:00,,,26,34,,,,,
2007-10-03,16:00,,,36,35,,,,,
2007-10-03,17:00,,,57,64,,,,,
2007-10-03,18:00,,,97,99,,,,,
2007-10-03,19:00,,,87,81,,,,,
2007-10-03,20:00,,,63,64,,,,,
2007-10-03,21:00,,,54,56,,,,,
2007-10-03,22:00,,,52,48,,,,,
2007-10-03,23:00,,,23,37,,,,,
2007-10-04,,,,,,,48,,31.58,
2007-10-04,00:00,,,35,36,,,,,
2007-10-04,01:00,,,8,28,,,,,
2007-10-04,02:00,,,18,24,,,,,
2007-10-04,03:00,,,10,26,,,,,
2007-10-04,04:00,,,32,33,,,,,
2007-10-04,05:00,,,54,36,,,,,
2007-10-04,06:00,,,168,69,,,,,
2007-10-04,07:00,,,146,73,,,,,
2007-10-04,08:00,,,158,70,,,,,
2007-10-04,09:00,,,142,65,,,,,
2007-10-04,10:00,,,256,93,,,,,
2007-10-04,11:00,,,179,73,,,,,
2007-10-04,12:00,,,190,84,,,,,
2007-10-04,13:00,,,146,82,,,,,
2007-10-04,14:00,,,242,107,,,,,
2007-10-04,15:00,,,131,85,,,,,
2007-10-04,16:00,,,220,112,,,,,
2007-10-04,17:00,,,149,87,,,,,
2007-10-04,18:00,,,222,114,,,,,
2007-10-04,19:00,,,157,94,,,,,
2007-10-04,20:00,,,166,97,,,,,
2007-10-04,21:00,,,62,64,,,,,
2007-10-04,22:00,,,87,63,,,,,
2007-10-04,23:00,,,79,50,,,,,
2007-10-05,,,,,,,40,,,
2007-10-05,00:00,,,52,42,,,,,
2007-10-05,01:00,,,36,39,,,,,
2007-10-05,02:00,,,34,36,,,,,
2007-10-05,03:00,,,24,39,,,,,
2007-10-05,04:00,,,24,30,,,,,
2007-10-05,05:00,,,61,32,,,,,
2007-10-05,06:00,,,113,58,,,,,
2007-10-05,07:00,,,132,61,,,,,
2007-10-05,08:00,,,138,64,,,,,
2007-10-05,09:00,,,89,55,,,,,
2007-10-05,10:00,,,114,64,,,,,
2007-10-05,11:00,,,124,70,,,,,
2007-10-05,12:00,,,93,60,,,,,
2007-10-05,13:00,,,104,58,,,,,
2007-10-05,14:00,,,111,80,,,,,
2007-10-05,15:00,,,148,93,,,,,
2007-10-05,16:00,,,136,79,,,,,
2007-10-05,17:00,,,107,69,,,,,
2007-10-05,18:00,,,116,91,,,,,
2007-10-05,19:00,,,124,81,,,,,
2007-10-05,20:00,,,106,80,,,,,
2007-10-05,21:00,,,90,70,,,,,
2007-10-05,22:00,,,70,68,,,,,
2007-10-05,23:00,,,60,58,,,,,
2007-10-06,,,,,,,36,,18.82,
2007-10-06,00:00,,,66,50,,,,,
2007-10-06,01:00,,,69,46,,,,,
2007-10-06,02:00,,,53,42,,,,,
2007-10-06,03:00,,,56,44,,,,,
2007-10-06,04:00,,,68,41,,,,,
2007-10-06,05:00,,,59,43,,,,,
2007-10-06,06:00,,,84,52,,,,,
2007-10-06,07:00,,,102,56,,,,,
2007-10-06,08:00,,,78,58,,,,,
2007-10-06,09:00,,,103,60,,,,,
2007-10-06,10:00,,,101,64,,,,,
2007-10-06,11:00,,,120,69,,,,,
2007-10-06,12:00,,,111,63,,,,,
2007-10-06,13:00,,,103,69,,,,,
2007-10-06,14:00,,,86,72,,,,,
2007-10-06,15:00,,,80,69,,,,,
2007-10-06,16:00,,,71,73,,,,,
2007-10-06,17:00,,,119,83,,,,,
2007-10-06,18:00,,,100,83,,,,,
