Datum Zeit,Collmberg PM10
,µg/m³
31-08-06,10
30-08-06,8
29-08-06,7
28-08-06,8
27-08-06,13
26-08-06,14
25-08-06,8
24-08-06,10
23-08-06,8
22-08-06,9
21-08-06,9
20-08-06,8
19-08-06,9
18-08-06,16
17-08-06,16
16-08-06,13
15-08-06,11
14-08-06,6
13-08-06,14
12-08-06,11
11-08-06,12
10-08-06,14
09-08-06,10
08-08-06,12
07-08-06,13
06-08-06,6
05-08-06,12
04-08-06,12
03-08-06,10
02-08-06,8
01-08-06,15

