Datum Zeit,Plauen-Sued PM10
,µg/m³
31-08-06,20
30-08-06,18
29-08-06,
28-08-06,
27-08-06,15
26-08-06,24
25-08-06,24
24-08-06,18
23-08-06,16
22-08-06,14
21-08-06,15
20-08-06,12
19-08-06,16
18-08-06,26
17-08-06,25
16-08-06,24
15-08-06,20
14-08-06,15
13-08-06,15
12-08-06,20
11-08-06,24
10-08-06,22
09-08-06,20
08-08-06,
07-08-06,
06-08-06,
05-08-06,14
04-08-06,21
03-08-06,16
02-08-06,22
01-08-06,25

