Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-08-06,19
30-08-06,19
29-08-06,14
28-08-06,19
27-08-06,23
26-08-06,21
25-08-06,24
24-08-06,27
23-08-06,21
22-08-06,22
21-08-06,22
20-08-06,14
19-08-06,19
18-08-06,29
17-08-06,33
16-08-06,26
15-08-06,21
14-08-06,18
13-08-06,16
12-08-06,23
11-08-06,25
10-08-06,35
09-08-06,
08-08-06,
07-08-06,22
06-08-06,20
05-08-06,17
04-08-06,26
03-08-06,27
02-08-06,19
01-08-06,26

