Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-09-06 00:00,5
31-08-06 23:00,7
31-08-06 22:00,8
31-08-06 21:00,7
31-08-06 20:00,6
31-08-06 19:00,32
31-08-06 18:00,57
31-08-06 17:00,70
31-08-06 16:00,66
31-08-06 15:00,60
31-08-06 14:00,61
31-08-06 13:00,56
31-08-06 12:00,50
31-08-06 11:00,46
31-08-06 10:00,39
31-08-06 09:00,39
31-08-06 08:00,40
31-08-06 07:00,43
31-08-06 06:00,46
31-08-06 05:00,49
31-08-06 04:00,52
31-08-06 03:00,51
31-08-06 02:00,52
31-08-06 01:00,50
31-08-06 00:00,49
30-08-06 23:00,48
30-08-06 22:00,50
30-08-06 21:00,52
30-08-06 20:00,57
30-08-06 19:00,55
30-08-06 18:00,50
30-08-06 17:00,52
30-08-06 16:00,55
30-08-06 15:00,56
30-08-06 14:00,53
30-08-06 13:00,48
30-08-06 12:00,42
30-08-06 11:00,38
30-08-06 10:00,38
30-08-06 09:00,34
30-08-06 08:00,33
30-08-06 07:00,30
30-08-06 06:00,28
30-08-06 05:00,37
30-08-06 04:00,40
30-08-06 03:00,38
30-08-06 02:00,20
30-08-06 01:00,11
30-08-06 00:00,18
29-08-06 23:00,22
29-08-06 22:00,25
29-08-06 21:00,44
29-08-06 20:00,56
29-08-06 19:00,40
29-08-06 18:00,36
29-08-06 17:00,43
29-08-06 16:00,52
29-08-06 15:00,54
29-08-06 14:00,51
29-08-06 13:00,49
29-08-06 12:00,45
29-08-06 11:00,45
29-08-06 10:00,45
29-08-06 09:00,50
29-08-06 08:00,59
29-08-06 07:00,44
29-08-06 06:00,46
29-08-06 05:00,52
29-08-06 04:00,56
29-08-06 03:00,61
29-08-06 02:00,63
29-08-06 01:00,60
29-08-06 00:00,48
28-08-06 23:00,23
28-08-06 22:00,35
28-08-06 21:00,39
28-08-06 20:00,39
28-08-06 19:00,34
28-08-06 18:00,38
28-08-06 17:00,45
28-08-06 16:00,45
28-08-06 15:00,49
28-08-06 14:00,48
28-08-06 13:00,46
28-08-06 12:00,40
28-08-06 11:00,28
28-08-06 10:00,24
28-08-06 09:00,18
28-08-06 08:00,12
28-08-06 07:00,3
28-08-06 06:00,2
28-08-06 05:00,3
28-08-06 04:00,12
28-08-06 03:00,38
28-08-06 02:00,61
28-08-06 01:00,64
28-08-06 00:00,65
27-08-06 23:00,70
27-08-06 22:00,27
27-08-06 21:00,23
27-08-06 20:00,37
27-08-06 19:00,55
27-08-06 18:00,62
27-08-06 17:00,70
27-08-06 16:00,80
27-08-06 15:00,69
27-08-06 14:00,70
