Datum Zeit,Collmberg O3
,µg/m³
01-09-06 00:00,53
31-08-06 23:00,55
31-08-06 22:00,60
31-08-06 21:00,59
31-08-06 20:00,64
31-08-06 19:00,69
31-08-06 18:00,73
31-08-06 17:00,76
31-08-06 16:00,73
31-08-06 15:00,63
31-08-06 14:00,57
31-08-06 13:00,56
31-08-06 12:00,59
31-08-06 11:00,47
31-08-06 10:00,39
31-08-06 09:00,36
31-08-06 08:00,35
31-08-06 07:00,37
31-08-06 06:00,40
31-08-06 05:00,42
31-08-06 04:00,43
31-08-06 03:00,47
31-08-06 02:00,51
31-08-06 01:00,52
31-08-06 00:00,52
30-08-06 23:00,54
30-08-06 22:00,53
30-08-06 21:00,55
30-08-06 20:00,56
30-08-06 19:00,59
30-08-06 18:00,66
30-08-06 17:00,56
30-08-06 16:00,55
30-08-06 15:00,54
30-08-06 14:00,52
30-08-06 13:00,48
30-08-06 12:00,42
30-08-06 11:00,38
30-08-06 10:00,34
30-08-06 09:00,29
30-08-06 08:00,23
30-08-06 07:00,25
30-08-06 06:00,26
30-08-06 05:00,27
30-08-06 04:00,27
30-08-06 03:00,29
30-08-06 02:00,30
30-08-06 01:00,31
30-08-06 00:00,31
29-08-06 23:00,35
29-08-06 22:00,40
29-08-06 21:00,47
29-08-06 20:00,44
29-08-06 19:00,51
29-08-06 18:00,47
29-08-06 17:00,48
29-08-06 16:00,46
29-08-06 15:00,43
29-08-06 14:00,49
29-08-06 13:00,48
29-08-06 12:00,47
29-08-06 11:00,47
29-08-06 10:00,45
29-08-06 09:00,44
29-08-06 08:00,43
29-08-06 07:00,43
29-08-06 06:00,40
29-08-06 05:00,42
29-08-06 04:00,42
29-08-06 03:00,40
29-08-06 02:00,43
29-08-06 01:00,49
29-08-06 00:00,50
28-08-06 23:00,48
28-08-06 22:00,50
28-08-06 21:00,46
28-08-06 20:00,50
28-08-06 19:00,60
28-08-06 18:00,59
28-08-06 17:00,58
28-08-06 16:00,58
28-08-06 15:00,56
28-08-06 14:00,56
28-08-06 13:00,47
28-08-06 12:00,41
28-08-06 11:00,39
28-08-06 10:00,38
28-08-06 09:00,37
28-08-06 08:00,32
28-08-06 07:00,32
28-08-06 06:00,33
28-08-06 05:00,37
28-08-06 04:00,40
28-08-06 03:00,46
28-08-06 02:00,49
28-08-06 01:00,51
28-08-06 00:00,63
27-08-06 23:00,73
27-08-06 22:00,65
27-08-06 21:00,68
27-08-06 20:00,72
27-08-06 19:00,77
27-08-06 18:00,75
27-08-06 17:00,77
27-08-06 16:00,76
27-08-06 15:00,78
27-08-06 14:00,87
27-08-06 13:00,75
27-08-06 12:00,74
27-08-06 11:00,58
27-08-06 10:00,44
27-08-06 09:00,37
27-08-06 08:00,29
27-08-06 07:00,33
27-08-06 06:00,38
27-08-06 05:00,42
27-08-06 04:00,44
