Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-08-16,13
30-08-16,11
29-08-16,13
28-08-16,22
27-08-16,19
26-08-16,18
25-08-16,16
24-08-16,11
23-08-16,12
22-08-16,8
21-08-16,7
20-08-16,14
19-08-16,18
18-08-16,14
17-08-16,10
16-08-16,12
15-08-16,12
14-08-16,13
13-08-16,10
12-08-16,7
11-08-16,9
10-08-16,9
09-08-16,17
08-08-16,14
07-08-16,12
06-08-16,11
05-08-16,11
04-08-16,12
03-08-16,6
02-08-16,9
01-08-16,9

