Datum Zeit,Dresden-Nord PM10
,µg/m³
31-08-16,18
30-08-16,13
29-08-16,20
28-08-16,27
27-08-16,22
26-08-16,22
25-08-16,20
24-08-16,14
23-08-16,16
22-08-16,13
21-08-16,9
20-08-16,17
19-08-16,24
18-08-16,17
17-08-16,11
16-08-16,15
15-08-16,15
14-08-16,18
13-08-16,16
12-08-16,12
11-08-16,15
10-08-16,12
09-08-16,23
08-08-16,20
07-08-16,16
06-08-16,16
05-08-16,14
04-08-16,16
03-08-16,11
02-08-16,13
01-08-16,15

