Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-08-16,15
30-08-16,12
29-08-16,15
28-08-16,18
27-08-16,25
26-08-16,21
25-08-16,21
24-08-16,18
23-08-16,16
22-08-16,11
21-08-16,7
20-08-16,13
19-08-16,21
18-08-16,17
17-08-16,15
16-08-16,16
15-08-16,17
14-08-16,17
13-08-16,14
12-08-16,8
11-08-16,11
10-08-16,12
09-08-16,21
08-08-16,18
07-08-16,13
06-08-16,13
05-08-16,12
04-08-16,17
03-08-16,9
02-08-16,10
01-08-16,10

