Datum Zeit,Glauchau PM10
,µg/m³
31-08-16,17
30-08-16,13
29-08-16,15
28-08-16,19
27-08-16,24
26-08-16,21
25-08-16,19
24-08-16,17
23-08-16,15
22-08-16,11
21-08-16,7
20-08-16,13
19-08-16,19
18-08-16,19
17-08-16,14
16-08-16,15
15-08-16,15
14-08-16,16
13-08-16,13
12-08-16,9
11-08-16,11
10-08-16,11
09-08-16,19
08-08-16,16
07-08-16,16
06-08-16,13
05-08-16,13
04-08-16,16
03-08-16,9
02-08-16,11
01-08-16,12

