Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-08-16,19
30-08-16,16
29-08-16,20
28-08-16,27
27-08-16,24
26-08-16,22
25-08-16,19
24-08-16,17
23-08-16,20
22-08-16,14
21-08-16,9
20-08-16,22
19-08-16,26
18-08-16,23
17-08-16,17
16-08-16,19
15-08-16,18
14-08-16,17
13-08-16,15
12-08-16,13
11-08-16,15
10-08-16,17
09-08-16,26
08-08-16,20
07-08-16,16
06-08-16,17
05-08-16,20
04-08-16,18
03-08-16,12
02-08-16,15
01-08-16,15

