Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-08-16,7.75
30-08-16,6.31
29-08-16,8.71
28-08-16,16.21
27-08-16,14.32
26-08-16,12.05
25-08-16,10.54
24-08-16,9.72
23-08-16,9.25
22-08-16,6.07
21-08-16,5.16
20-08-16,14.78
19-08-16,13.74
18-08-16,11.84
17-08-16,9.48
16-08-16,7.75
15-08-16,8.42
14-08-16,9.90
13-08-16,8.01
12-08-16,6.81
11-08-16,6.17
10-08-16,6.88
09-08-16,10.52
08-08-16,9.21
07-08-16,8.83
06-08-16,9.19
05-08-16,10.88
04-08-16,7.98
03-08-16,6.05
02-08-16,7.94
01-08-16,7.30

