Datum Zeit,Brockau PM10
,µg/m³
31-08-16,12
30-08-16,10
29-08-16,13
28-08-16,18
27-08-16,19
26-08-16,16
25-08-16,18
24-08-16,15
23-08-16,12
22-08-16,9
21-08-16,6
20-08-16,11
19-08-16,21
18-08-16,18
17-08-16,20
16-08-16,44
15-08-16,14
14-08-16,13
13-08-16,11
12-08-16,5
11-08-16,12
10-08-16,9
09-08-16,17
08-08-16,24
07-08-16,10
06-08-16,10
05-08-16,10
04-08-16,17
03-08-16,7
02-08-16,9
01-08-16,13

