Datum Zeit,Schwartenberg PM10
,µg/m³
30-11-02,3
29-11-02,7
28-11-02,6
27-11-02,5
26-11-02,11
25-11-02,15
24-11-02,7
23-11-02,3
22-11-02,9
21-11-02,9
20-11-02,8
19-11-02,2
18-11-02,6
17-11-02,2
16-11-02,34
15-11-02,10
14-11-02,11
13-11-02,15
12-11-02,6
11-11-02,5
10-11-02,6
09-11-02,3
08-11-02,5
07-11-02,22
06-11-02,28
05-11-02,13
04-11-02,5
03-11-02,9
02-11-02,7
01-11-02,14

