Datum Zeit,Niesky PM10
,µg/m³
28-02-10,11
27-02-10,7
26-02-10,23
25-02-10,27
24-02-10,22
23-02-10,16
22-02-10,14
21-02-10,12
20-02-10,17
19-02-10,29
18-02-10,40
17-02-10,43
16-02-10,58
15-02-10,23
14-02-10,13
13-02-10,10
12-02-10,27
11-02-10,83
10-02-10,169
09-02-10,86
08-02-10,34
07-02-10,47
06-02-10,64
05-02-10,39
04-02-10,14
03-02-10,5
02-02-10,13
01-02-10,13

