Datum Zeit,Bautzen PM10
,µg/m³
28-02-10,13
27-02-10,13
26-02-10,25
25-02-10,25
24-02-10,31
23-02-10,23
22-02-10,17
21-02-10,17
20-02-10,21
19-02-10,31
18-02-10,50
17-02-10,45
16-02-10,47
15-02-10,33
14-02-10,20
13-02-10,17
12-02-10,35
11-02-10,97
10-02-10,185
09-02-10,98
08-02-10,42
07-02-10,53
06-02-10,52
05-02-10,25
04-02-10,15
03-02-10,10
02-02-10,17
01-02-10,20

