Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
28-02-10,12
27-02-10,10
26-02-10,19
25-02-10,26
24-02-10,34
23-02-10,17
22-02-10,22
21-02-10,14
20-02-10,16
19-02-10,45
18-02-10,42
17-02-10,46
16-02-10,46
15-02-10,30
14-02-10,23
13-02-10,17
12-02-10,29
11-02-10,85
10-02-10,128
09-02-10,45
08-02-10,26
07-02-10,48
06-02-10,47
05-02-10,29
04-02-10,18
03-02-10,6
02-02-10,12
01-02-10,15

