Datum Zeit,Dresden-Winckelmannstr. NO2
,µg/m³
01-03-10 00:00,6
28-02-10 23:00,6
28-02-10 22:00,6
28-02-10 21:00,6
28-02-10 20:00,20
28-02-10 19:00,24
28-02-10 18:00,23
28-02-10 17:00,18
28-02-10 16:00,15
28-02-10 15:00,17
28-02-10 14:00,16
28-02-10 13:00,17
28-02-10 12:00,16
28-02-10 11:00,16
28-02-10 10:00,15
28-02-10 09:00,11
28-02-10 08:00,12
28-02-10 07:00,11
28-02-10 06:00,11
28-02-10 05:00,17
28-02-10 04:00,18
28-02-10 03:00,17
28-02-10 02:00,18
28-02-10 01:00,18
28-02-10 00:00,25
27-02-10 23:00,30
27-02-10 22:00,32
27-02-10 21:00,73
27-02-10 20:00,50
27-02-10 19:00,38
27-02-10 18:00,22
27-02-10 17:00,11
27-02-10 16:00,10
27-02-10 15:00,9
27-02-10 14:00,9
27-02-10 13:00,9
27-02-10 12:00,10
27-02-10 11:00,9
27-02-10 10:00,11
27-02-10 09:00,12
27-02-10 08:00,13
27-02-10 07:00,10
27-02-10 06:00,8
27-02-10 05:00,9
27-02-10 04:00,10
27-02-10 03:00,10
27-02-10 02:00,10
27-02-10 01:00,11
27-02-10 00:00,11
26-02-10 23:00,12
26-02-10 22:00,13
26-02-10 21:00,15
26-02-10 20:00,28
26-02-10 19:00,64
26-02-10 18:00,71
26-02-10 17:00,60
26-02-10 16:00,50
26-02-10 15:00,50
26-02-10 14:00,49
26-02-10 13:00,40
26-02-10 12:00,46
26-02-10 11:00,39
26-02-10 10:00,45
26-02-10 09:00,47
26-02-10 08:00,47
26-02-10 07:00,31
26-02-10 06:00,21
26-02-10 05:00,22
26-02-10 04:00,19
26-02-10 03:00,16
26-02-10 02:00,16
26-02-10 01:00,23
26-02-10 00:00,33
25-02-10 23:00,32
25-02-10 22:00,33
25-02-10 21:00,51
25-02-10 20:00,65
25-02-10 19:00,51
25-02-10 18:00,45
25-02-10 17:00,36
25-02-10 16:00,25
25-02-10 15:00,14
25-02-10 14:00,15
25-02-10 13:00,17
25-02-10 12:00,29
25-02-10 11:00,37
25-02-10 10:00,42
25-02-10 09:00,46
25-02-10 08:00,48
25-02-10 07:00,45
25-02-10 06:00,41
25-02-10 05:00,41
25-02-10 04:00,44
25-02-10 03:00,45
25-02-10 02:00,43
25-02-10 01:00,49
25-02-10 00:00,53
24-02-10 23:00,55
24-02-10 22:00,56
24-02-10 21:00,60
24-02-10 20:00,62
24-02-10 19:00,63
24-02-10 18:00,63
24-02-10 17:00,63
24-02-10 16:00,60
24-02-10 15:00,66
24-02-10 14:00,66
24-02-10 13:00,62
24-02-10 12:00,47
24-02-10 11:00,48
24-02-10 10:00,45
24-02-10 09:00,49
24-02-10 08:00,46
24-02-10 07:00,44
24-02-10 06:00,42
24-02-10 05:00,33
24-02-10 04:00,30
24-02-10 03:00,38
24-02-10 02:00,48
24-02-10 01:00,50
24-02-10 00:00,56
23-02-10 23:00,54
23-02-10 22:00,62
23-02-10 21:00,59
23-02-10 20:00,64
23-02-10 19:00,70
23-02-10 18:00,69
23-02-10 17:00,71
23-02-10 16:00,66
23-02-10 15:00,61
23-02-10 14:00,60
23-02-10 13:00,51
23-02-10 12:00,49
23-02-10 11:00,21
23-02-10 10:00,19
23-02-10 09:00,21
23-02-10 08:00,36
23-02-10 07:00,53
23-02-10 06:00,25
23-02-10 05:00,16
23-02-10 04:00,42
23-02-10 03:00,27
23-02-10 02:00,28
23-02-10 01:00,34
23-02-10 00:00,33
22-02-10 23:00,37
22-02-10 22:00,43
22-02-10 21:00,42
22-02-10 20:00,51
22-02-10 19:00,59
22-02-10 18:00,58
22-02-10 17:00,43
22-02-10 16:00,37
22-02-10 15:00,30
22-02-10 14:00,27
22-02-10 13:00,34
22-02-10 12:00,37
22-02-10 11:00,36
22-02-10 10:00,36
22-02-10 09:00,44
22-02-10 08:00,45
22-02-10 07:00,37
22-02-10 06:00,25
22-02-10 05:00,22
22-02-10 04:00,24
22-02-10 03:00,30
22-02-10 02:00,28
22-02-10 01:00,38
22-02-10 00:00,28
21-02-10 23:00,41
21-02-10 22:00,69
21-02-10 21:00,78
21-02-10 20:00,55
21-02-10 19:00,29
21-02-10 18:00,20
