Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
28-02-10,9
27-02-10,13
26-02-10,11
25-02-10,18
24-02-10,15
23-02-10,12
22-02-10,8
21-02-10,11
20-02-10,17
19-02-10,27
18-02-10,29
17-02-10,40
16-02-10,42
15-02-10,32
14-02-10,23
13-02-10,16
12-02-10,31
11-02-10,87
10-02-10,79
09-02-10,39
08-02-10,33
07-02-10,51
06-02-10,47
05-02-10,34
04-02-10,15
03-02-10,7
02-02-10,12
01-02-10,16

