Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
28-02-10,19
27-02-10,22
26-02-10,35
25-02-10,48
24-02-10,51
23-02-10,36
22-02-10,31
21-02-10,19
20-02-10,27
19-02-10,57
18-02-10,54
17-02-10,55
16-02-10,69
15-02-10,51
14-02-10,26
13-02-10,21
12-02-10,43
11-02-10,106
10-02-10,146
09-02-10,65
08-02-10,44
07-02-10,62
06-02-10,57
05-02-10,37
04-02-10,24
03-02-10,13
02-02-10,24
01-02-10,24

