Datum Zeit,Borna PM10
,µg/m³
31-08-10,7
30-08-10,8
29-08-10,7
28-08-10,6
27-08-10,9
26-08-10,17
25-08-10,17
24-08-10,14
23-08-10,15
22-08-10,16
21-08-10,22
20-08-10,20
19-08-10,15
18-08-10,10
17-08-10,7
16-08-10,9
15-08-10,24
14-08-10,12
13-08-10,21
12-08-10,24
11-08-10,22
10-08-10,20
09-08-10,17
08-08-10,17
07-08-10,15
06-08-10,25
05-08-10,19
04-08-10,19
03-08-10,26
02-08-10,19
01-08-10,14

