Datum Zeit,Leipzig-West PM10
,µg/m³
31-08-10,6
30-08-10,4
29-08-10,6
28-08-10,5
27-08-10,6
26-08-10,12
25-08-10,15
24-08-10,9
23-08-10,10
22-08-10,17
21-08-10,25
20-08-10,14
19-08-10,10
18-08-10,6
17-08-10,5
16-08-10,8
15-08-10,18
14-08-10,10
13-08-10,18
12-08-10,17
11-08-10,19
10-08-10,17
09-08-10,10
08-08-10,16
07-08-10,13
06-08-10,22
05-08-10,16
04-08-10,15
03-08-10,18
02-08-10,17
01-08-10,15

