Datum Zeit,Carlsfeld PM10
,µg/m³
31-08-10,4
30-08-10,2
29-08-10,5
28-08-10,4
27-08-10,4
26-08-10,9
25-08-10,7
24-08-10,4
23-08-10,6
22-08-10,10
21-08-10,11
20-08-10,7
19-08-10,8
18-08-10,5
17-08-10,3
16-08-10,4
15-08-10,7
14-08-10,5
13-08-10,11
12-08-10,10
11-08-10,11
10-08-10,9
09-08-10,6
08-08-10,10
07-08-10,7
06-08-10,3
05-08-10,11
04-08-10,
03-08-10,
02-08-10,6
01-08-10,8

