Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-08-10,15
30-08-10,
29-08-10,
28-08-10,9
27-08-10,16
26-08-10,22
25-08-10,18
24-08-10,16
23-08-10,17
22-08-10,24
21-08-10,28
20-08-10,24
19-08-10,21
18-08-10,14
17-08-10,11
16-08-10,15
15-08-10,24
14-08-10,15
13-08-10,34
12-08-10,30
11-08-10,32
10-08-10,25
09-08-10,25
08-08-10,24
07-08-10,22
06-08-10,34
05-08-10,24
04-08-10,24
03-08-10,27
02-08-10,24
01-08-10,22

