Datum Zeit,Freiberg PM10
,µg/m³
31-08-10,7
30-08-10,7
29-08-10,8
28-08-10,6
27-08-10,9
26-08-10,16
25-08-10,12
24-08-10,7
23-08-10,15
22-08-10,16
21-08-10,25
20-08-10,22
19-08-10,14
18-08-10,11
17-08-10,8
16-08-10,12
15-08-10,20
14-08-10,11
13-08-10,29
12-08-10,23
11-08-10,24
10-08-10,16
09-08-10,14
08-08-10,18
07-08-10,16
06-08-10,25
05-08-10,23
04-08-10,17
03-08-10,20
02-08-10,16
01-08-10,14

