Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-08-10,13
30-08-10,11
29-08-10,8
28-08-10,7
27-08-10,10
26-08-10,23
25-08-10,22
24-08-10,18
23-08-10,17
22-08-10,18
21-08-10,26
20-08-10,24
19-08-10,19
18-08-10,14
17-08-10,7
16-08-10,10
15-08-10,15
14-08-10,17
13-08-10,29
12-08-10,19
11-08-10,31
10-08-10,23
09-08-10,16
08-08-10,16
07-08-10,20
06-08-10,22
05-08-10,27
04-08-10,18
03-08-10,22
02-08-10,19
01-08-10,15

