Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-08-10,4.50
30-08-10,3.59
29-08-10,4.13
28-08-10,2.62
27-08-10,3.47
26-08-10,5.59
25-08-10,5.07
24-08-10,3.87
23-08-10,6.03
22-08-10,12.09
21-08-10,13.72
20-08-10,9.76
19-08-10,6.65
18-08-10,4.03
17-08-10,2.53
16-08-10,4.23
15-08-10,10.78
14-08-10,5.36
13-08-10,11.70
12-08-10,10.51
11-08-10,13.44
10-08-10,10.10
09-08-10,8.48
08-08-10,9.35
07-08-10,7.21
06-08-10,16.24
05-08-10,10.41
04-08-10,8.27
03-08-10,9.26
02-08-10,9.06
01-08-10,11.16

