Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-08-10,15
30-08-10,13
29-08-10,10
28-08-10,11
27-08-10,11
26-08-10,20
25-08-10,22
24-08-10,14
23-08-10,16
22-08-10,25
21-08-10,33
20-08-10,27
19-08-10,19
18-08-10,13
17-08-10,9
16-08-10,12
15-08-10,28
14-08-10,19
13-08-10,35
12-08-10,32
11-08-10,31
10-08-10,26
09-08-10,25
08-08-10,23
07-08-10,24
06-08-10,32
05-08-10,23
04-08-10,21
03-08-10,32
02-08-10,27
01-08-10,20

