Datum Zeit,Goerlitz PM10
,µg/m³
31-08-10,14
30-08-10,11
29-08-10,11
28-08-10,10
27-08-10,17
26-08-10,23
25-08-10,23
24-08-10,19
23-08-10,27
22-08-10,29
21-08-10,35
20-08-10,23
19-08-10,26
18-08-10,19
17-08-10,13
16-08-10,17
15-08-10,20
14-08-10,15
13-08-10,26
12-08-10,32
11-08-10,34
10-08-10,25
09-08-10,27
08-08-10,20
07-08-10,17
06-08-10,33
05-08-10,27
04-08-10,27
03-08-10,18
02-08-10,22
01-08-10,23

