Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-08-10,5.55
30-08-10,6.09
29-08-10,5.80
28-08-10,5.03
27-08-10,6.86
26-08-10,9.95
25-08-10,9.67
24-08-10,7.40
23-08-10,9.13
22-08-10,15.57
21-08-10,17.50
20-08-10,11.12
19-08-10,11.24
18-08-10,8.13
17-08-10,7.80
16-08-10,7.03
15-08-10,13.15
14-08-10,8.45
13-08-10,14.28
12-08-10,13.30
11-08-10,15.47
10-08-10,10.77
09-08-10,11.01
08-08-10,10.97
07-08-10,10.71
06-08-10,19.99
05-08-10,12.11
04-08-10,10.18
03-08-10,12.88
02-08-10,10.94
01-08-10,12.61

