Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-03-08,37
30-03-08,19
29-03-08,19
28-03-08,32
27-03-08,46
26-03-08,24
25-03-08,21
24-03-08,27
23-03-08,20
22-03-08,16
21-03-08,6
20-03-08,19
19-03-08,24
18-03-08,12
17-03-08,22
16-03-08,24
15-03-08,37
14-03-08,21
13-03-08,20
12-03-08,13
11-03-08,15
10-03-08,27
09-03-08,28
08-03-08,45
07-03-08,57
06-03-08,28
05-03-08,23
04-03-08,25
03-03-08,25
02-03-08,14
01-03-08,12

