Datum Zeit,Freiberg PM10
,µg/m³
31-03-08,29
30-03-08,17
29-03-08,17
28-03-08,36
27-03-08,36
26-03-08,17
25-03-08,13
24-03-08,18
23-03-08,8
22-03-08,10
21-03-08,4
20-03-08,13
19-03-08,13
18-03-08,10
17-03-08,10
16-03-08,14
15-03-08,20
14-03-08,16
13-03-08,15
12-03-08,9
11-03-08,15
10-03-08,33
09-03-08,20
08-03-08,33
07-03-08,31
06-03-08,22
05-03-08,13
04-03-08,19
03-03-08,19
02-03-08,13
01-03-08,9

