Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-03-08,30
30-03-08,17
29-03-08,16
28-03-08,25
27-03-08,30
26-03-08,16
25-03-08,12
24-03-08,16
23-03-08,9
22-03-08,9
21-03-08,3
20-03-08,10
19-03-08,11
18-03-08,10
17-03-08,11
16-03-08,12
15-03-08,21
14-03-08,12
13-03-08,13
12-03-08,7
11-03-08,8
10-03-08,25
09-03-08,21
08-03-08,33
07-03-08,21
06-03-08,16
05-03-08,14
04-03-08,14
03-03-08,20
02-03-08,11
01-03-08,7

