Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-03-08,
30-03-08,14.96
29-03-08,
28-03-08,20.81
27-03-08,
26-03-08,8.71
25-03-08,
24-03-08,7.99
23-03-08,
22-03-08,9.47
21-03-08,
20-03-08,4.71
19-03-08,
18-03-08,7.69
17-03-08,
16-03-08,7.02
15-03-08,
14-03-08,12.04
13-03-08,
12-03-08,2.76
11-03-08,
10-03-08,28.71
09-03-08,
08-03-08,20.34
07-03-08,
06-03-08,11.19
05-03-08,
04-03-08,5.56
03-03-08,
02-03-08,10.58
01-03-08,

