Datum Zeit,Zwickau-Werdauer Straße WINDRI
,GRAD
01-04-19 00:00,NaN
31-03-19 23:00,NaN
31-03-19 22:00,NaN
31-03-19 21:00,NaN
31-03-19 20:00,NaN
31-03-19 19:00,NaN
31-03-19 18:00,NaN
31-03-19 17:00,NaN
31-03-19 16:00,NaN
31-03-19 15:00,NaN
31-03-19 14:00,NaN
31-03-19 13:00,NaN
31-03-19 12:00,NaN
31-03-19 11:00,NaN
31-03-19 10:00,NaN
31-03-19 09:00,NaN
31-03-19 08:00,NaN
31-03-19 07:00,NaN
31-03-19 06:00,NaN
31-03-19 05:00,NaN
31-03-19 04:00,NaN
31-03-19 03:00,NaN
31-03-19 02:00,NaN
31-03-19 01:00,NaN
31-03-19 00:00,NaN
30-03-19 23:00,NaN
30-03-19 22:00,NaN
30-03-19 21:00,NaN
30-03-19 20:00,NaN
30-03-19 19:00,NaN
30-03-19 18:00,NaN
30-03-19 17:00,NaN
30-03-19 16:00,NaN
30-03-19 15:00,NaN
30-03-19 14:00,NaN
30-03-19 13:00,NaN
30-03-19 12:00,NaN
30-03-19 11:00,NaN
30-03-19 10:00,NaN
30-03-19 09:00,NaN
30-03-19 08:00,NaN
30-03-19 07:00,NaN
30-03-19 06:00,NaN
30-03-19 05:00,NaN
30-03-19 04:00,NaN
30-03-19 03:00,NaN
30-03-19 02:00,NaN
30-03-19 01:00,NaN
30-03-19 00:00,NaN
29-03-19 23:00,NaN
29-03-19 22:00,NaN
29-03-19 21:00,NaN
29-03-19 20:00,NaN
29-03-19 19:00,NaN
29-03-19 18:00,NaN
29-03-19 17:00,NaN
29-03-19 16:00,NaN
29-03-19 15:00,NaN
29-03-19 14:00,NaN
29-03-19 13:00,NaN
29-03-19 12:00,NaN
29-03-19 11:00,NaN
29-03-19 10:00,NaN
29-03-19 09:00,NaN
29-03-19 08:00,NaN
29-03-19 07:00,NaN
29-03-19 06:00,NaN
29-03-19 05:00,NaN
29-03-19 04:00,NaN
29-03-19 03:00,NaN
29-03-19 02:00,NaN
29-03-19 01:00,NaN
29-03-19 00:00,NaN
28-03-19 23:00,NaN
28-03-19 22:00,NaN
28-03-19 21:00,NaN
28-03-19 20:00,NaN
28-03-19 19:00,NaN
28-03-19 18:00,NaN
28-03-19 17:00,NaN
28-03-19 16:00,NaN
28-03-19 15:00,NaN
28-03-19 14:00,NaN
28-03-19 13:00,NaN
28-03-19 12:00,NaN
28-03-19 11:00,NaN
28-03-19 10:00,NaN
28-03-19 09:00,NaN
28-03-19 08:00,NaN
28-03-19 07:00,NaN
28-03-19 06:00,NaN
28-03-19 05:00,NaN
28-03-19 04:00,NaN
28-03-19 03:00,NaN
28-03-19 02:00,NaN
28-03-19 01:00,NaN
28-03-19 00:00,NaN
27-03-19 23:00,NaN
27-03-19 22:00,NaN
27-03-19 21:00,NaN
27-03-19 20:00,NaN
27-03-19 19:00,NaN
27-03-19 18:00,NaN
27-03-19 17:00,NaN
27-03-19 16:00,NaN
27-03-19 15:00,NaN
27-03-19 14:00,NaN
27-03-19 13:00,NaN
27-03-19 12:00,NaN
27-03-19 11:00,NaN
27-03-19 10:00,NaN
27-03-19 09:00,NaN
27-03-19 08:00,NaN
27-03-19 07:00,NaN
27-03-19 06:00,NaN
27-03-19 05:00,NaN
27-03-19 04:00,NaN
27-03-19 03:00,NaN
27-03-19 02:00,NaN
27-03-19 01:00,NaN
27-03-19 00:00,NaN
26-03-19 23:00,NaN
26-03-19 22:00,NaN
26-03-19 21:00,NaN
26-03-19 20:00,NaN
26-03-19 19:00,NaN
26-03-19 18:00,NaN
26-03-19 17:00,NaN
26-03-19 16:00,NaN
26-03-19 15:00,NaN
26-03-19 14:00,NaN
26-03-19 13:00,NaN
26-03-19 12:00,NaN
26-03-19 11:00,NaN
26-03-19 10:00,NaN
26-03-19 09:00,NaN
26-03-19 08:00,NaN
26-03-19 07:00,NaN
26-03-19 06:00,NaN
26-03-19 05:00,NaN
26-03-19 04:00,NaN
26-03-19 03:00,NaN
26-03-19 02:00,NaN
26-03-19 01:00,NaN
26-03-19 00:00,NaN
25-03-19 23:00,NaN
25-03-19 22:00,NaN
25-03-19 21:00,NaN
25-03-19 20:00,NaN
25-03-19 19:00,NaN
25-03-19 18:00,NaN
25-03-19 17:00,NaN
25-03-19 16:00,NaN
25-03-19 15:00,NaN
25-03-19 14:00,NaN
25-03-19 13:00,NaN
25-03-19 12:00,NaN
25-03-19 11:00,NaN
25-03-19 10:00,NaN
25-03-19 09:00,NaN
25-03-19 08:00,NaN
25-03-19 07:00,NaN
25-03-19 06:00,NaN
25-03-19 05:00,NaN
25-03-19 04:00,NaN
25-03-19 03:00,NaN
25-03-19 02:00,NaN
25-03-19 01:00,NaN
25-03-19 00:00,NaN
24-03-19 23:00,NaN
24-03-19 22:00,NaN
24-03-19 21:00,NaN
24-03-19 20:00,NaN
24-03-19 19:00,NaN
24-03-19 18:00,NaN
24-03-19 17:00,NaN
24-03-19 16:00,NaN
24-03-19 15:00,NaN
24-03-19 14:00,NaN
24-03-19 13:00,NaN
24-03-19 12:00,NaN
24-03-19 11:00,NaN
24-03-19 10:00,NaN
24-03-19 09:00,NaN
24-03-19 08:00,NaN
24-03-19 07:00,NaN
24-03-19 06:00,NaN
24-03-19 05:00,NaN
24-03-19 04:00,NaN
24-03-19 03:00,NaN
24-03-19 02:00,NaN
24-03-19 01:00,NaN
24-03-19 00:00,NaN
23-03-19 23:00,NaN
23-03-19 22:00,NaN
23-03-19 21:00,NaN
23-03-19 20:00,NaN
23-03-19 19:00,NaN
23-03-19 18:00,NaN
23-03-19 17:00,NaN
23-03-19 16:00,NaN
23-03-19 15:00,NaN
23-03-19 14:00,NaN
23-03-19 13:00,NaN
23-03-19 12:00,NaN
23-03-19 11:00,NaN
23-03-19 10:00,NaN
23-03-19 09:00,NaN
23-03-19 08:00,NaN
23-03-19 07:00,NaN
23-03-19 06:00,NaN
23-03-19 05:00,193
23-03-19 04:00,193
23-03-19 03:00,196
23-03-19 02:00,193
23-03-19 01:00,191
23-03-19 00:00,179
22-03-19 23:00,140
22-03-19 22:00,189
22-03-19 21:00,176
22-03-19 20:00,185
22-03-19 19:00,330
22-03-19 18:00,354
22-03-19 17:00,6
22-03-19 16:00,109
22-03-19 15:00,3
22-03-19 14:00,21
22-03-19 13:00,356
22-03-19 12:00,356
22-03-19 11:00,351
22-03-19 10:00,103
22-03-19 09:00,126
22-03-19 08:00,199
22-03-19 07:00,200
22-03-19 06:00,202
22-03-19 05:00,202
22-03-19 04:00,198
22-03-19 03:00,198
22-03-19 02:00,197
22-03-19 01:00,199
22-03-19 00:00,196
21-03-19 23:00,194
21-03-19 22:00,193
21-03-19 21:00,190
21-03-19 20:00,299
21-03-19 19:00,143
21-03-19 18:00,357
21-03-19 17:00,344
21-03-19 16:00,17
21-03-19 15:00,133
21-03-19 14:00,85
21-03-19 13:00,214
21-03-19 12:00,165
21-03-19 11:00,212
21-03-19 10:00,118
21-03-19 09:00,131
21-03-19 08:00,199
21-03-19 07:00,202
21-03-19 06:00,200
21-03-19 05:00,202
21-03-19 04:00,201
21-03-19 03:00,201
21-03-19 02:00,202
21-03-19 01:00,199
21-03-19 00:00,200
20-03-19 23:00,201
20-03-19 22:00,201
20-03-19 21:00,197
20-03-19 20:00,177
20-03-19 19:00,335
20-03-19 18:00,345
20-03-19 17:00,348
20-03-19 16:00,330
20-03-19 15:00,213
20-03-19 14:00,203
20-03-19 13:00,201
20-03-19 12:00,213
20-03-19 11:00,208
20-03-19 10:00,179
20-03-19 09:00,114
20-03-19 08:00,195
20-03-19 07:00,198
20-03-19 06:00,195
20-03-19 05:00,188
20-03-19 04:00,191
20-03-19 03:00,160
20-03-19 02:00,180
20-03-19 01:00,175
20-03-19 00:00,194
19-03-19 23:00,207
19-03-19 22:00,165
19-03-19 21:00,200
19-03-19 20:00,202
19-03-19 19:00,341
19-03-19 18:00,342
19-03-19 17:00,344
19-03-19 16:00,345
19-03-19 15:00,330
19-03-19 14:00,352
19-03-19 13:00,341
19-03-19 12:00,335
19-03-19 11:00,314
19-03-19 10:00,224
19-03-19 09:00,217
19-03-19 08:00,216
19-03-19 07:00,216
19-03-19 06:00,216
19-03-19 05:00,218
19-03-19 04:00,214
19-03-19 03:00,214
19-03-19 02:00,209
19-03-19 01:00,220
19-03-19 00:00,221
18-03-19 23:00,221
18-03-19 22:00,221
18-03-19 21:00,218
18-03-19 20:00,214
18-03-19 19:00,209
18-03-19 18:00,214
18-03-19 17:00,222
18-03-19 16:00,218
18-03-19 15:00,227
18-03-19 14:00,215
