Datum Zeit,Dresden-Winckelmannstr. PM10_HVS
,µg/m³
31-03-18,
30-03-18,
29-03-18,
28-03-18,
27-03-18,
26-03-18,
25-03-18,
24-03-18,
23-03-18,
22-03-18,
21-03-18,
20-03-18,
19-03-18,
18-03-18,20.18
17-03-18,14.09
16-03-18,27.11
15-03-18,17.72
14-03-18,8.60
13-03-18,4.31
12-03-18,14.07
11-03-18,19.92
10-03-18,23.59
09-03-18,8.08
08-03-18,6.70
07-03-18,23.59
06-03-18,33.71
05-03-18,56.99
04-03-18,49.27
03-03-18,54.34
02-03-18,58.00
01-03-18,38.92

