Datum Zeit,Zittau-Ost PM10
,µg/m³
31-03-12,6
30-03-12,8
29-03-12,17
28-03-12,33
27-03-12,41
26-03-12,16
25-03-12,25
24-03-12,45
23-03-12,40
22-03-12,43
21-03-12,44
20-03-12,27
19-03-12,13
18-03-12,28
17-03-12,49
16-03-12,39
15-03-12,30
14-03-12,15
13-03-12,9
12-03-12,6
11-03-12,12
10-03-12,34
09-03-12,24
08-03-12,30
07-03-12,37
06-03-12,52
05-03-12,58
04-03-12,46
03-03-12,33
02-03-12,30
01-03-12,18

