Datum Zeit,Leipzig-West PM10
,µg/m³
31-03-12,9
30-03-12,7
29-03-12,19
28-03-12,35
27-03-12,39
26-03-12,23
25-03-12,19
24-03-12,40
23-03-12,35
22-03-12,36
21-03-12,41
20-03-12,25
19-03-12,15
18-03-12,23
17-03-12,42
16-03-12,40
15-03-12,43
14-03-12,19
13-03-12,11
12-03-12,14
11-03-12,13
10-03-12,36
09-03-12,23
08-03-12,15
07-03-12,36
06-03-12,33
05-03-12,30
04-03-12,38
03-03-12,23
02-03-12,43
01-03-12,25

