Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-03-12,6.07
30-03-12,5.85
29-03-12,21.54
28-03-12,28.65
27-03-12,33.70
26-03-12,18.10
25-03-12,16.06
24-03-12,40.32
23-03-12,35.81
22-03-12,31.42
21-03-12,34.06
20-03-12,22.97
19-03-12,10.91
18-03-12,23.80
17-03-12,38.36
16-03-12,38.96
15-03-12,42.15
14-03-12,20.07
13-03-12,8.62
12-03-12,11.27
11-03-12,8.52
10-03-12,27.86
09-03-12,22.16
08-03-12,14.04
07-03-12,35.65
06-03-12,28.03
05-03-12,25.89
04-03-12,29.00
03-03-12,20.43
02-03-12,39.37
01-03-12,26.09

