Datum Zeit,Goerlitz PM10
,µg/m³
31-03-12,9
30-03-12,13
29-03-12,21
28-03-12,43
27-03-12,51
26-03-12,20
25-03-12,20
24-03-12,40
23-03-12,40
22-03-12,42
21-03-12,45
20-03-12,28
19-03-12,16
18-03-12,26
17-03-12,48
16-03-12,46
15-03-12,41
14-03-12,20
13-03-12,14
12-03-12,10
11-03-12,17
10-03-12,37
09-03-12,33
08-03-12,33
07-03-12,50
06-03-12,43
05-03-12,46
04-03-12,33
03-03-12,24
02-03-12,39
01-03-12,20

