Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-03-12,5.11
30-03-12,5.46
29-03-12,13.50
28-03-12,27.84
27-03-12,28.62
26-03-12,
25-03-12,22.85
24-03-12,32.13
23-03-12,
22-03-12,
21-03-12,27.14
20-03-12,20.53
19-03-12,9.05
18-03-12,13.75
17-03-12,32.62
16-03-12,34.87
15-03-12,30.25
14-03-12,14.02
13-03-12,8.63
12-03-12,9.25
11-03-12,9.60
10-03-12,21.28
09-03-12,19.49
08-03-12,20.71
07-03-12,29.78
06-03-12,22.61
05-03-12,20.76
04-03-12,18.34
03-03-12,13.98
02-03-12,32.26
01-03-12,23.62

