Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-03-12,5.13
30-03-12,4.91
29-03-12,16.98
28-03-12,28.91
27-03-12,27.53
26-03-12,16.34
25-03-12,23.10
24-03-12,38.78
23-03-12,30.43
22-03-12,30.06
21-03-12,36.34
20-03-12,23.19
19-03-12,12.53
18-03-12,12.39
17-03-12,24.44
16-03-12,24.95
15-03-12,33.14
14-03-12,19.68
13-03-12,11.08
12-03-12,12.54
11-03-12,10.78
10-03-12,21.17
09-03-12,16.15
08-03-12,12.14
07-03-12,33.89
06-03-12,24.84
05-03-12,21.11
04-03-12,20.41
03-03-12,20.77
02-03-12,29.55
01-03-12,19.07

