Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-03-12,4.98
30-03-12,5.25
29-03-12,13.10
28-03-12,27.74
27-03-12,27.22
26-03-12,17.23
25-03-12,19.65
24-03-12,31.55
23-03-12,30.89
22-03-12,32.09
21-03-12,28.26
20-03-12,19.90
19-03-12,8.76
18-03-12,12.21
17-03-12,29.82
16-03-12,38.58
15-03-12,33.66
14-03-12,13.39
13-03-12,7.78
12-03-12,8.33
11-03-12,8.96
10-03-12,19.49
09-03-12,16.38
08-03-12,19.59
07-03-12,31.60
06-03-12,25.57
05-03-12,24.47
04-03-12,20.55
03-03-12,14.81
02-03-12,32.82
01-03-12,21.33

