Datum Zeit,Plauen-Sued NO2
,µg/m³
01-04-12 00:00,7
31-03-12 23:00,9
31-03-12 22:00,15
31-03-12 21:00,9
31-03-12 20:00,5
31-03-12 19:00,8
31-03-12 18:00,6
31-03-12 17:00,7
31-03-12 16:00,7
31-03-12 15:00,6
31-03-12 14:00,5
31-03-12 13:00,5
31-03-12 12:00,7
31-03-12 11:00,7
31-03-12 10:00,8
31-03-12 09:00,7
31-03-12 08:00,4
31-03-12 07:00,3
31-03-12 06:00,5
31-03-12 05:00,6
31-03-12 04:00,6
31-03-12 03:00,3
31-03-12 02:00,12
31-03-12 01:00,5
31-03-12 00:00,2
30-03-12 23:00,4
30-03-12 22:00,5
30-03-12 21:00,6
30-03-12 20:00,6
30-03-12 19:00,8
30-03-12 18:00,8
30-03-12 17:00,9
30-03-12 16:00,10
30-03-12 15:00,11
30-03-12 14:00,11
30-03-12 13:00,9
30-03-12 12:00,9
30-03-12 11:00,10
30-03-12 10:00,12
30-03-12 09:00,9
30-03-12 08:00,11
30-03-12 07:00,11
30-03-12 06:00,8
30-03-12 05:00,4
30-03-12 04:00,3
30-03-12 03:00,2
30-03-12 02:00,2
30-03-12 01:00,2
30-03-12 00:00,2
29-03-12 23:00,4
29-03-12 22:00,9
29-03-12 21:00,6
29-03-12 20:00,7
29-03-12 19:00,8
29-03-12 18:00,9
29-03-12 17:00,10
29-03-12 16:00,12
29-03-12 15:00,14
29-03-12 14:00,13
29-03-12 13:00,9
29-03-12 12:00,10
29-03-12 11:00,12
29-03-12 10:00,13
29-03-12 09:00,13
29-03-12 08:00,25
29-03-12 07:00,30
29-03-12 06:00,17
29-03-12 05:00,30
29-03-12 04:00,49
29-03-12 03:00,12
29-03-12 02:00,17
29-03-12 01:00,13
29-03-12 00:00,13
28-03-12 23:00,20
28-03-12 22:00,21
28-03-12 21:00,32
28-03-12 20:00,53
28-03-12 19:00,80
28-03-12 18:00,24
28-03-12 17:00,14
28-03-12 16:00,13
28-03-12 15:00,13
28-03-12 14:00,19
28-03-12 13:00,18
28-03-12 12:00,14
28-03-12 11:00,17
28-03-12 10:00,19
28-03-12 09:00,35
28-03-12 08:00,38
28-03-12 07:00,48
28-03-12 06:00,37
28-03-12 05:00,28
28-03-12 04:00,20
28-03-12 03:00,15
28-03-12 02:00,11
28-03-12 01:00,13
28-03-12 00:00,16
27-03-12 23:00,19
27-03-12 22:00,32
27-03-12 21:00,42
27-03-12 20:00,43
27-03-12 19:00,23
27-03-12 18:00,14
27-03-12 17:00,14
27-03-12 16:00,14
27-03-12 15:00,12
27-03-12 14:00,13
27-03-12 13:00,12
27-03-12 12:00,13
27-03-12 11:00,35
27-03-12 10:00,40
27-03-12 09:00,30
27-03-12 08:00,31
27-03-12 07:00,56
27-03-12 06:00,50
27-03-12 05:00,38
27-03-12 04:00,25
27-03-12 03:00,15
27-03-12 02:00,12
27-03-12 01:00,15
27-03-12 00:00,16
26-03-12 23:00,16
26-03-12 22:00,21
26-03-12 21:00,25
26-03-12 20:00,45
26-03-12 19:00,52
26-03-12 18:00,24
26-03-12 17:00,19
26-03-12 16:00,26
26-03-12 15:00,33
26-03-12 14:00,27
26-03-12 13:00,23
26-03-12 12:00,23
26-03-12 11:00,26
26-03-12 10:00,38
26-03-12 09:00,46
26-03-12 08:00,34
26-03-12 07:00,53
26-03-12 06:00,47
26-03-12 05:00,34
26-03-12 04:00,29
26-03-12 03:00,20
26-03-12 02:00,17
26-03-12 01:00,13
26-03-12 00:00,11
25-03-12 23:00,19
25-03-12 22:00,35
25-03-12 21:00,54
25-03-12 20:00,25
25-03-12 19:00,11
25-03-12 18:00,12
25-03-12 17:00,9
25-03-12 16:00,6
25-03-12 15:00,9
25-03-12 14:00,8
25-03-12 13:00,8
25-03-12 12:00,14
25-03-12 11:00,16
25-03-12 10:00,15
25-03-12 09:00,7
25-03-12 08:00,7
25-03-12 07:00,5
25-03-12 06:00,7
25-03-12 05:00,7
25-03-12 04:00,9
25-03-12 03:00,8
25-03-12 02:00,9
25-03-12 01:00,14
25-03-12 00:00,18
24-03-12 23:00,18
24-03-12 22:00,23
24-03-12 21:00,28
24-03-12 20:00,41
24-03-12 19:00,64
24-03-12 18:00,31
24-03-12 17:00,15
24-03-12 16:00,12
24-03-12 15:00,18
24-03-12 14:00,14
24-03-12 13:00,22
24-03-12 12:00,27
24-03-12 11:00,29
24-03-12 10:00,15
24-03-12 09:00,7
24-03-12 08:00,9
24-03-12 07:00,13
24-03-12 06:00,13
24-03-12 05:00,8
24-03-12 04:00,8
24-03-12 03:00,8
24-03-12 02:00,11
24-03-12 01:00,15
24-03-12 00:00,15
23-03-12 23:00,16
23-03-12 22:00,23
23-03-12 21:00,32
23-03-12 20:00,51
23-03-12 19:00,71
23-03-12 18:00,40
23-03-12 17:00,30
23-03-12 16:00,36
23-03-12 15:00,38
23-03-12 14:00,34
23-03-12 13:00,31
23-03-12 12:00,34
23-03-12 11:00,29
23-03-12 10:00,27
23-03-12 09:00,18
23-03-12 08:00,19
23-03-12 07:00,20
23-03-12 06:00,16
23-03-12 05:00,17
23-03-12 04:00,16
23-03-12 03:00,11
23-03-12 02:00,7
23-03-12 01:00,8
23-03-12 00:00,13
22-03-12 23:00,21
22-03-12 22:00,35
22-03-12 21:00,44
22-03-12 20:00,44
22-03-12 19:00,44
22-03-12 18:00,36
22-03-12 17:00,31
22-03-12 16:00,36
22-03-12 15:00,28
22-03-12 14:00,28
22-03-12 13:00,27
22-03-12 12:00,34
22-03-12 11:00,35
22-03-12 10:00,35
22-03-12 09:00,35
22-03-12 08:00,35
22-03-12 07:00,37
22-03-12 06:00,27
22-03-12 05:00,23
22-03-12 04:00,19
22-03-12 03:00,13
22-03-12 02:00,11
22-03-12 01:00,13
22-03-12 00:00,17
21-03-12 23:00,23
21-03-12 22:00,29
21-03-12 21:00,38
21-03-12 20:00,49
21-03-12 19:00,74
21-03-12 18:00,50
21-03-12 17:00,46
21-03-12 16:00,39
21-03-12 15:00,28
21-03-12 14:00,32
21-03-12 13:00,32
21-03-12 12:00,40
21-03-12 11:00,42
21-03-12 10:00,37
21-03-12 09:00,24
21-03-12 08:00,41
21-03-12 07:00,53
21-03-12 06:00,32
21-03-12 05:00,26
21-03-12 04:00,20
21-03-12 03:00,21
21-03-12 02:00,24
21-03-12 01:00,19
21-03-12 00:00,23
20-03-12 23:00,31
20-03-12 22:00,29
20-03-12 21:00,37
20-03-12 20:00,55
20-03-12 19:00,75
20-03-12 18:00,51
20-03-12 17:00,24
20-03-12 16:00,18
20-03-12 15:00,17
20-03-12 14:00,13
20-03-12 13:00,18
20-03-12 12:00,27
20-03-12 11:00,24
20-03-12 10:00,29
20-03-12 09:00,25
20-03-12 08:00,44
20-03-12 07:00,57
20-03-12 06:00,32
20-03-12 05:00,26
20-03-12 04:00,18
20-03-12 03:00,14
20-03-12 02:00,12
20-03-12 01:00,14
20-03-12 00:00,21
19-03-12 23:00,30
19-03-12 22:00,31
19-03-12 21:00,30
19-03-12 20:00,54
19-03-12 19:00,60
19-03-12 18:00,28
19-03-12 17:00,25
19-03-12 16:00,22
19-03-12 15:00,13
19-03-12 14:00,19
19-03-12 13:00,17
19-03-12 12:00,22
19-03-12 11:00,24
19-03-12 10:00,21
19-03-12 09:00,34
19-03-12 08:00,54
19-03-12 07:00,36
19-03-12 06:00,17
19-03-12 05:00,8
19-03-12 04:00,29
19-03-12 03:00,19
19-03-12 02:00,11
19-03-12 01:00,9
19-03-12 00:00,11
18-03-12 23:00,22
18-03-12 22:00,11
18-03-12 21:00,7
18-03-12 20:00,6
18-03-12 19:00,11
18-03-12 18:00,11
18-03-12 17:00,8
18-03-12 16:00,7
18-03-12 15:00,10
18-03-12 14:00,9
18-03-12 13:00,10
18-03-12 12:00,10
18-03-12 11:00,12
18-03-12 10:00,19
18-03-12 09:00,16
18-03-12 08:00,12
18-03-12 07:00,19
18-03-12 06:00,20
18-03-12 05:00,10
18-03-12 04:00,13
18-03-12 03:00,14
18-03-12 02:00,14
18-03-12 01:00,21
18-03-12 00:00,30
17-03-12 23:00,28
17-03-12 22:00,41
17-03-12 21:00,35
17-03-12 20:00,44
17-03-12 19:00,71
17-03-12 18:00,55
17-03-12 17:00,23
17-03-12 16:00,14
17-03-12 15:00,20
17-03-12 14:00,20
17-03-12 13:00,16
17-03-12 12:00,20
17-03-12 11:00,23
17-03-12 10:00,28
17-03-12 09:00,19
17-03-12 08:00,20
17-03-12 07:00,28
17-03-12 06:00,28
17-03-12 05:00,19
17-03-12 04:00,18
17-03-12 03:00,23
17-03-12 02:00,27
17-03-12 01:00,30
17-03-12 00:00,33
16-03-12 23:00,37
16-03-12 22:00,48
16-03-12 21:00,47
16-03-12 20:00,51
16-03-12 19:00,95
16-03-12 18:00,77
16-03-12 17:00,30
16-03-12 16:00,37
16-03-12 15:00,33
16-03-12 14:00,28
16-03-12 13:00,27
16-03-12 12:00,26
16-03-12 11:00,30
